idptar;X;Y;Annonce Sonore Prochain Passage;Annonce Visuelle Prochain Passage;Annonce Sonore Situations Perturbees;Annonce Visuelle Situations Perturbees;coord;IDAMIVIF;nomptar;CODEINSEE;Accessibilité UFR;PAQT;IDFM;Sens;Doublon;Ligne;GIPA
7931939;600321;2431756;1;1;1;1;48.8841030459,2.3408795478;IDAMIVIF;YVONNE LE TAC;75118;1;;100100040;A;Ok;40;1317
7931942;600068;2431587;1;1;1;1;48.8825842579,2.33743182883;IDAMIVIF;PIGALLE;75118;1;;100100040;A;Ok;40;497
7931941;600089;2431841;1;1;1;1;48.8848670146,2.33771801478;IDAMIVIF;ABBESSES;75118;1;;100100040;R;Ok;40;1324
7931924;600206;2432366;1;1;1;1;48.889585282,2.33931262297;IDAMIVIF;LAMARCK - CAULAINCOURT;75118;1;;100100040;R;Ok;40;1332
7931922;600488;2432408;1;1;1;1;48.8899626156,2.34315597865;IDAMIVIF;CUSTINE - MONT-CENIS;75118;1;;100100040;R;Ok;40;1333
7913224;598872;2429853;1;1;1;1;48.8669991904,2.32113886797;IDAMIVIF;CONCORDE;75108;0;;100100042;A;Ok;42;39120
7913233;597493;2429639;1;1;1;1;48.8650718727,2.30235427877;IDAMIVIF;ALMA - MARCEAU;75108;1;;100100042;A;Ok;42;704
7913235;597367;2429345;1;1;1;1;48.8624290679,2.30063973155;IDAMIVIF;BOSQUET - RAPP;75107;1;;100100042;A;Ok;42;705
7913243;597006;2428509;1;1;1;1;48.8549139748,2.29572833959;IDAMIVIF;CHAMP DE MARS - SUFFREN;75107;1;;100100042;A;Ok;42;709
7913251;596579;2427731;1;1;1;1;48.8479195544,2.28991912803;IDAMIVIF;THEATRE;75115;1;;100100042;A;Ok;42;713
7913260;595732;2426513;1;1;1;1;48.8369675958,2.27839725684;IDAMIVIF;PLACE BALARD;75115;1;;100100042;A;Ok;42;12188
7913266;595078;2426754;1;1;1;1;48.8391288644,2.2694902561;IDAMIVIF;PONT DU GARIGLIANO;75115;1;;100100042;A;Ok;42;69613
7913268;594691;2426906;1;1;1;1;48.8404918569,2.26421913144;IDAMIVIF;VERSAILLES - EXELMANS;75116;1;;100100042;A;Ok;42;2312
7913278;593246;2426197;1;1;1;1;48.8341059789,2.24455559579;IDAMIVIF;MARCEL SEMBAT-METRO;92012;1;;100100042;A;Ok;42;15811
7913286;592554;2425490;1;1;1;1;48.8277440297,2.23514708416;IDAMIVIF;BOULOGNE - ILE SEGUIN;92012;1;;100100042;A;Ok;42;69624
7913279;593256;2426165;1;1;1;1;48.8338184819,2.2446922507;IDAMIVIF;MARCEL SEMBAT-METRO;92012;0;;100100042;R;Ok;42;15822
7913271;594563;2426722;1;1;1;1;48.8388370657,2.26247868409;IDAMIVIF;VERSAILLES - CHARDON LAGACHE;75116;1;;100100042;R;Ok;42;182
7913267;595124;2426733;1;1;1;1;48.8389404805,2.27011681374;IDAMIVIF;PONT DU GARIGLIANO;75115;1;;100100042;R;Ok;42;69628
7913263;595429;2426789;1;1;1;1;48.8394460527,2.27426891808;IDAMIVIF;RUE LEBLANC;75115;1;;100100042;R;Ok;42;45321
7913261;595661;2426548;1;1;1;1;48.837281679,2.27743023321;IDAMIVIF;PLACE BALARD;75115;0;;100100042;R;Ok;42;721
7913248;596738;2428185;1;1;1;1;48.8520007111,2.29208080804;IDAMIVIF;DUPLEIX;75115;1;;100100042;R;Ok;42;729
7913244;597100;2428538;1;1;1;1;48.8551750501,2.29700838501;IDAMIVIF;CHAMP DE MARS - SUFFREN;75107;1;;100100042;R;Ok;42;2030
7913242;597316;2428761;1;1;1;1;48.8571802058,2.29994880404;IDAMIVIF;RAPP - LA BOURDONNAIS;75107;1;;100100042;R;Ok;42;732
7913240;597201;2428946;1;1;1;1;48.8588423779,2.29838122898;IDAMIVIF;MONTTESSUY;75107;1;;100100042;R;Ok;42;733
7913234;597548;2429661;1;1;1;1;48.8652698119,2.3031033764;IDAMIVIF;ALMA - MARCEAU;75108;1;;100100042;R;Ok;42;736
7913218;599246;2430842;1;1;1;1;48.8758882343,2.32623191787;IDAMIVIF;GARE SAINT-LAZARE;75108;1;;100100042;R;Ok;42;16296
3749677;601357;2431306;1;1;1;1;48.8800575195,2.35499607403;IDAMIVIF;GARE DU NORD - DUNKERQUE;75110;1;;100100043;A;;43;14262
3749679;600847;2431225;1;1;1;1;48.8793303831,2.3480465281;IDAMIVIF;CONDORCET;75109;1;;100100043;A;;43;335
3749681;600356;2430932;1;1;1;1;48.8766975294,2.34135591814;IDAMIVIF;CHATEAUDUN - LAMARTINE;75109;1;;100100043;A;;43;19707
3749682;600206;2430858;1;1;1;1;48.8760325229,2.33931208466;IDAMIVIF;CARREFOUR DE CHATEAUDUN;75109;1;;100100043;A;;43;337
3749691;599171;2430645;1;1;1;1;48.8741176377,2.32521044157;IDAMIVIF;PASQUIER - ANJOU;75108;1;;100100043;A;;43;54272
3749703;596937;2431148;1;1;1;1;48.8786312791,2.29476915578;IDAMIVIF;TERNES - MAC MAHON;75117;1;;100100043;A;;43;762
3749709;596208;2431402;1;1;1;1;48.8809100881,2.28483357693;IDAMIVIF;GENERAL KOENIG - PALAIS DES CONGRES;75117;1;;100100043;A;;43;768
3749714;595274;2431726;1;1;1;1;48.8838156762,2.27210278223;IDAMIVIF;EGLISE SAINT-PIERRE;92051;1;;100100043;A;;43;778
3749726;593885;2431269;1;1;1;1;48.8796966554,2.25318120208;IDAMIVIF;RUE DU CENTRE;92051;1;;100100043;A;;43;791
3749730;593470;2430990;1;1;1;1;48.8771850843,2.24753068557;IDAMIVIF;BAGATELLE;92051;1;;100100043;A;;43;15957
3749729;593725;2430954;1;1;1;1;48.8768641077,2.25100572639;IDAMIVIF;PLACE DE BAGATELLE;92051;1;;100100043;R;;43;15960
3749723;594308;2431439;1;1;1;1;48.8812284155,2.25894276058;IDAMIVIF;MAURICE BARRES;92051;1;;100100043;R;;43;812
3749713;595608;2431587;1;1;1;1;48.8825688518,2.27665574323;IDAMIVIF;CHARTRES;92051;1;;100100043;R;;43;817
3749708;596435;2431296;1;1;1;1;48.8799587594,2.28792769546;IDAMIVIF;PEREIRE - PORTE MAILLOT;75117;1;;100100043;R;;43;12391
3749706;596664;2431218;1;1;1;1;48.8792590036,2.29104872812;IDAMIVIF;EGLISE SAINT-FERDINAND;75117;1;;100100043;R;;43;859
3749683;600198;2430835;1;1;1;1;48.875825817,2.33920307524;IDAMIVIF;CARREFOUR DE CHATEAUDUN;75109;1;;100100043;R;;43;298
3749735;600437;2430812;1;1;1;1;48.8756190115,2.34245946565;IDAMIVIF;CADET;75109;1;;100100043;R;;43;13041
8357853;601103;2431343;1;1;1;1;48.8803905131,2.35153509475;IDAMIVIF;MAGENTA - MAUBEUGE;75110;1;;100100043;A;;43;11389
8357884;595912;2431505;1;1;1;1;48.8818339323,2.28079912953;IDAMIVIF;MONTROSIER - PARMENTIER;75117;1;;100100043;A;;43;774
8357891;594548;2431995;1;1;1;1;48.8862274195,2.26220590208;IDAMIVIF;GENERAL GOURAUD;92051;1;;100100043;A;;43;782
8357903;593339;2430346;1;1;1;1;48.8713959075,2.24575596006;IDAMIVIF;PARC DE BAGATELLE;75116;0;;100100043;A;;43;69924
8357906;592477;2429617;1;1;1;1;48.8648345387,2.23402513744;IDAMIVIF;LES MOULINS - CAMPING;75116;1;;100100043;A;;43;7510
8357908;592177;2429321;1;1;1;1;48.8621706648,2.22994396738;IDAMIVIF;HIPPODROME DE LONGCHAMP;75116;0;;100100043;R;;43;69919
8357877;596929;2431124;1;1;1;1;48.8784155457,2.29466032591;IDAMIVIF;TERNES - MAC MAHON;75117;1;;100100043;R;;43;860
8357872;597782;2430720;1;1;1;1;48.8747882698,2.30628532861;IDAMIVIF;FRIEDLAND - HAUSSMANN;75108;1;;100100043;R;;43;201
8357915;600437;2430812;1;1;1;1;48.8756190115,2.34245946565;IDAMIVIF;CADET;75109;1;;100100043;R;;43;13041
7991783;602463;2433533;1;1;1;1;48.900068787,2.37007939397;IDAMIVIF;SKANDERBEG;75118;1;;100100045;A;Ok;45;15730
7991784;602470;2433308;1;1;1;1;48.8980466587,2.37017353002;IDAMIVIF;PORTE D'AUBERVILLIERS - MACDONALD;75118;1;;100100045;A;Ok;45;36623
7991790;602022;2431808;1;1;1;1;48.8845674223,2.36405987178;IDAMIVIF;CHAPELLE - CAILLIE;75118;1;;100100045;A;Ok;45;20151
7991798;600847;2431225;1;1;1;1;48.8793303831,2.3480465281;IDAMIVIF;CONDORCET;75109;1;;100100045;A;Ok;45;335
7991800;600356;2430932;1;1;1;1;48.8766975294,2.34135591814;IDAMIVIF;CHATEAUDUN - LAMARTINE;75109;1;;100100045;A;Ok;45;19707
7991807;599051;2430206;1;1;1;1;48.8701720282,2.32357651809;IDAMIVIF;MADELEINE - MALESHERBES;75108;1;;100100045;A;Ok;45;11387
7991812;599500;2430197;1;1;1;1;48.8700916873,2.32969355572;IDAMIVIF;CAPUCINES - CAUMARTIN;75102;1;;100100045;R;Ok;45;742
7991816;600305;2430734;1;1;1;1;48.8749180674,2.34066090677;IDAMIVIF;LE PELETIER;75109;1;;100100045;R;Ok;45;70025
7991817;600493;2430809;1;1;1;1;48.8755920139,2.34322246797;IDAMIVIF;CADET;75109;1;;100100045;R;Ok;45;11114
7991818;600770;2430915;1;1;1;1;48.8765444178,2.34699679689;IDAMIVIF;SQUARE MONTHOLON;75109;1;;100100045;R;Ok;45;300
7991820;601374;2431157;1;1;1;1;48.8787183821,2.35522725622;IDAMIVIF;LA FAYETTE - MAGENTA;75110;1;;100100045;R;Ok;45;748
7991823;602107;2431761;1;1;1;1;48.8841447564,2.365217977;IDAMIVIF;CHATEAU LANDON;75110;1;;100100045;R;Ok;45;20109
7991824;602381;2431986;1;1;1;1;48.8861659469,2.36895310393;IDAMIVIF;PLACE DU MAROC;75119;1;;100100045;R;Ok;45;69620
7991827;602694;2432786;1;1;1;1;48.8933544869,2.373223616;IDAMIVIF;CURIAL - CRIMEE;75119;1;;100100045;R;Ok;45;36636
7991831;602547;2433519;1;1;1;1;48.8999426466,2.37122435954;IDAMIVIF;SKANDERBEG;75119;1;;100100045;R;Ok;45;15729
7991780;602842;2433989;1;1;1;1;48.9041653687,2.37524874647;IDAMIVIF;JARDIN DES BERGES;93001;1;;100100045;R;Ok;45;69605
7991777;602669;2434712;1;1;1;1;48.9106637397,2.37289477577;IDAMIVIF;FRANCE-ASIE;93001;1;;100100045;R;Ok;45;13069
3747916;2430798;2430798;1;1;1;1;46.3254843425,26.4910562512;IDAMIVIF;GRANGE AUX BELLES - JULIETTE DODU;602381;1;;100100046;A;;46;758
3747927;2429080;2429080;1;1;1;1;46.3154237783,26.4630464201;IDAMIVIF;CHEMIN VERT;603094;1;;100100046;A;;46;766
3747936;2427602;2427602;1;1;1;1;46.3067631129,26.4389577695;IDAMIVIF;REUILLY - DIDEROT;603719;1;;100100046;A;;46;773
3747950;2426143;2426143;1;1;1;1;46.2982087637,26.4151862977;IDAMIVIF;PARC ZOOLOGIQUE;605753;1;;100100046;A;;46;785
3747959;2427323;2427323;1;1;1;1;46.305127677,26.4344114481;IDAMIVIF;CHATEAU DE VINCENNES;607659;1;;100100046;A;;46;3050
3747958;607447;2426946;1;1;1;1;48.8408312176,2.43790388757;IDAMIVIF;PARC FLORAL;75112;1;;100100046;R;;46;835
3747963;605236;2426339;1;1;1;1;48.8353974077,2.40779159204;IDAMIVIF;PORTE DOREE;75112;1;;100100046;R;;46;12068
3747941;604192;2427021;1;1;1;1;48.8415344978,2.39358467585;IDAMIVIF;RUE DE LA GARE DE REUILLY;75112;1;;100100046;R;;46;804
3747939;603960;2427314;1;1;1;1;48.8441692969,2.39042842994;IDAMIVIF;MONTGALLET;75112;1;;100100046;R;;46;805
3747964;603312;2428482;1;1;1;1;48.8546702913,2.38161369741;IDAMIVIF;GODEFROY - CAVAIGNAC;75111;0;;100100046;R;;46;809
3747966;602490;2430819;1;1;1;1;48.8756774172,2.37043182818;IDAMIVIF;SAMBRE ET MEUSE;75110;1;;100100046;R;;46;826
3747915;602212;2431336;1;1;1;1;48.8803248331,2.36664668151;IDAMIVIF;CANAL SAINT-MARTIN;75110;1;;100100046;R;;46;828
7946196;600696;2428028;1;1;1;1;48.8505979244,2.3459841521;IDAMIVIF;DANTE;75105;1;;100100047;A;Ok;47;228
7946201;601041;2426728;1;1;1;1;48.8389137125,2.35067951869;IDAMIVIF;MONGE - CLAUDE BERNARD;75105;1;;100100047;A;Ok;47;843
7946213;601856;2423622;1;1;1;1;48.8109962663,2.36176292845;IDAMIVIF;LE KREMLIN-BICETRE-METRO;94043;0;;100100047;A;Ok;47;6552
7946140;601239;2423198;1;1;1;1;48.8071868824,2.35336552629;IDAMIVIF;BARNUFLES - LA PISCINE;94043;1;;100100047;R;Ok;47;31700
7946142;601948;2423526;1;1;1;1;48.8101331764,2.36301444864;IDAMIVIF;LE KREMLIN-BICETRE-METRO;94043;0;;100100047;R;Ok;47;8470
7946161;601331;2426014;1;1;1;1;48.8324960664,2.3546258525;IDAMIVIF;PLACE D'ITALIE - MAIRIE DU 13E;75113;1;;100100047;A;Ok;47;360
7946163;601418;2425787;1;1;1;1;48.8304556991,2.35580952116;IDAMIVIF;PLACE D'ITALIE - ITALIE 2;75113;1;;100100047;A;Ok;47;15152
7946177;601828;2423759;1;1;1;1;48.812227667,2.36138247303;IDAMIVIF;CONVENTION - FONTAINEBLEAU;94043;1;;100100047;A;Ok;47;850
7946179;601825;2423482;1;1;1;1;48.8097380651,2.36134049241;IDAMIVIF;LE KREMLIN-BICETRE-METRO;94043;0;;100100047;A;Ok;47;851
7946183;601182;2423196;1;1;1;1;48.8071690093,2.3525899142;IDAMIVIF;BARNUFLES - LA PISCINE;94043;1;;100100047;A;Ok;47;853
7946174;601711;2424459;1;1;1;1;48.8185193909,2.35979301534;IDAMIVIF;PORTE D'ITALIE - HELENE BOUCHER;75113;1;;100100047;R;Ok;47;12023
7946172;601692;2424564;1;1;1;1;48.8194631486,2.35953482843;IDAMIVIF;PORTE D'ITALIE;75113;1;;100100047;R;Ok;47;869
7946166;601493;2425533;1;1;1;1;48.8281726774,2.35682965276;IDAMIVIF;VANDREZANNE;75113;1;;100100047;R;Ok;47;872
7946162;601369;2425990;1;1;1;1;48.8322802872,2.35514310152;IDAMIVIF;PLACE D'ITALIE - MAIRIE DU 13E;75113;1;;100100047;R;Ok;47;1956
7946144;600866;2428815;1;1;1;1;48.857670856,2.34830080773;IDAMIVIF;CHATELET;75104;1;;100100047;R;Ok;47;69540
7899549;604226;2431030;1;1;1;1;48.8775648005,2.3940870963;IDAMIVIF;PLACE DES FETES;75119;1;;100100048;A;Ok;48;1188
7899550;603912;2431237;1;1;1;1;48.8794271293,2.38981054221;IDAMIVIF;BOTZARIS;75119;1;;100100048;A;Ok;48;1189
7899551;603647;2431580;1;1;1;1;48.8825112948,2.38620253766;IDAMIVIF;MANIN;75119;1;;100100048;A;Ok;48;1190
7899527;602368;2431692;1;1;1;1;48.8835237497,2.36877433485;IDAMIVIF;STALINGRAD;75110;1;;100100048;R;Ok;48;20110
7899534;604411;2431092;1;1;1;1;48.8781207826,2.3966084711;IDAMIVIF;LOUISE THULIEZ;75119;1;;100100048;R;Ok;48;20113
7899542;605278;2430999;1;1;1;1;48.8772784962,2.40842084814;IDAMIVIF;PORTE DES LILAS;75120;1;;100100048;R;Ok;48;69704
8379447;598914;2430463;1;1;1;1;48.8724815418,2.32170938351;IDAMIVIF;ANJOU - CHAUVEAU LAGARDE;75108;1;;100100052;A;;52;2007
8379449;598637;2430675;1;1;1;1;48.8743862993,2.31793475023;IDAMIVIF;SAINT-AUGUSTIN - LA BOETIE;75108;1;;100100052;A;;52;157
8379465;596176;2430175;1;1;1;1;48.8698824866,2.28440877069;IDAMIVIF;VICTOR HUGO - POINCARE;75116;1;;100100052;A;;52;932
8379480;595249;2428073;1;1;1;1;48.8509846974,2.27180355369;IDAMIVIF;LEOPOLD II;75116;1;;100100052;A;;52;948
8379490;594099;2427493;1;1;1;1;48.845762318,2.25615029256;IDAMIVIF;PORTE MOLITOR;75116;1;;100100052;R;;52;974
8379486;594424;2427724;1;1;1;1;48.8478413623,2.26057282949;IDAMIVIF;GARE D'AUTEUIL;75116;0;;100100052;R;;52;976
8379484;594753;2427720;1;1;1;1;48.8478082128,2.26505313408;IDAMIVIF;MICHEL-ANGE - AUTEUIL;75116;1;;100100052;R;;52;977
8379512;595296;2427959;1;1;1;1;48.8499604753,2.27244490903;IDAMIVIF;PERRICHONT;75116;1;;100100052;R;;52;979
8379452;598076;2430507;1;1;1;1;48.8728749473,2.31029203818;IDAMIVIF;SAINT-PHILIPPE-DU-ROULE;75108;1;;100100052;R;;52;990
8379517;598387;2430685;1;1;1;1;48.8744755714,2.31452851772;IDAMIVIF;HAUSSMANN - MIROMESNIL;75108;1;;100100052;R;;52;438
8379519;599191;2430122;1;1;1;1;48.8694172956,2.32548400261;IDAMIVIF;MADELEINE;75101;1;;100100052;R;;52;741
7336784;598184;2432952;1;0;1;0;48.8948490546,2.31175266295;IDAMIVIF;PORTE DE CLICHY;75117;1;;100100054;A;;54;69216
7336789;597489;2434329;1;0;1;0;48.9072218954,2.30227135425;IDAMIVIF;LEON BLUM;92024;1;;100100054;A;;54;1040
7336790;597063;2434897;1;0;1;0;48.9123246886,2.29645950422;IDAMIVIF;PLACE VOLTAIRE;92004;1;;100100054;A;;54;1041
7336791;596977;2435342;1;0;1;0;48.9163234993,2.29528367593;IDAMIVIF;GABRIEL PERI-METRO;92004;1;;100100054;A;;54;33900
7946069;602615;2432959;1;0;1;0;48.894909585,2.37214791192;IDAMIVIF;CRIMEE - ROSA PARKS;75119;1;;100100054;A;;54;67677
7946085;601765;2430897;1;0;1;0;48.8763807669,2.36055393717;IDAMIVIF;VERDUN;75110;1;;100100054;A;;54;831
7946093;600704;2431685;1;0;1;0;48.8834646792,2.34609870514;IDAMIVIF;ROCHECHOUART - CLIGNANCOURT;75118;1;;100100054;A;;54;494
7946094;600552;2431639;1;0;1;0;48.883051402,2.34402732292;IDAMIVIF;ANVERS - SACRE COEUR;75118;1;;100100054;A;;54;495
7946095;600274;2431555;1;0;1;0;48.8822966288,2.34023895939;IDAMIVIF;ROCHECHOUART - MARTYRS;75118;1;;100100054;A;;54;496
7946100;599167;2432171;1;0;1;0;48.8878321821,2.32515274183;IDAMIVIF;LA FOURCHE;75117;1;;100100054;A;;54;1030
7946114;597618;2433807;1;0;1;0;48.9025311444,2.30403307161;IDAMIVIF;MAIRIE DE CLICHY;92024;1;;100100054;R;;54;1046
7946110;598266;2432913;1;0;1;0;48.8944987895,2.31287050032;IDAMIVIF;PORTE DE CLICHY;75117;1;;100100054;R;;54;1049
7946106;598690;2432559;1;0;1;0;48.8913183747,2.31865078783;IDAMIVIF;BROCHANT - CARDINET;75117;0;;100100054;R;;54;1051
7946125;599239;2431956;1;0;1;0;48.8859000273,2.32613439446;IDAMIVIF;GANNERON;75117;1;;100100054;R;;54;1054
7946088;601643;2430849;1;0;1;0;48.8759496904,2.35889147092;IDAMIVIF;GARE DE L'EST;75110;1;;100100054;R;;54;69548
7946070;602636;2432965;1;0;1;0;48.8949634238,2.37243418204;IDAMIVIF;CRIMEE - ROSA PARKS;75119;0;;100100054;R;;54;67678
7946057;598184;2432952;1;0;1;0;48.8948490546,2.31175266295;IDAMIVIF;PORTE DE CLICHY;75117;1;;100100054;A;;54;69216
7946063;597063;2434897;1;0;1;0;48.9123246886,2.29645950422;IDAMIVIF;PLACE VOLTAIRE;92004;1;;100100054;A;;54;1041
7899399;600949;2432544;1;1;1;1;48.8911843958,2.34943917394;IDAMIVIF;MARCADET - POISSONNIERS;75118;1;;100100056;A;;56;564
7899401;600944;2432171;1;1;1;1;48.8878321804,2.34937024429;IDAMIVIF;CHATEAU ROUGE;75118;1;;100100056;A;;56;565
7899412;601903;2430077;1;1;1;1;48.8690107863,2.36243064913;IDAMIVIF;REPUBLIQUE - MAGENTA;75110;0;;100100056;A;;56;1058
7899416;602301;2429627;1;1;1;1;48.8649652067,2.36785035971;IDAMIVIF;JEAN-PIERRE TIMBAUD;75111;1;;100100056;A;;56;1062
7899422;602932;2429058;1;1;1;1;48.8598488644,2.37644216385;IDAMIVIF;CHEMIN VERT;75111;1;;100100056;A;;56;1065
7899436;604444;2427746;1;1;1;1;48.8480487745,2.39702345049;IDAMIVIF;NATION - TRONE;75112;1;;100100056;A;;56;1071
7899450;607387;2427368;1;1;1;1;48.8446246416,2.43709422948;IDAMIVIF;AVENUE DU CHATEAU;94080;1;;100100056;A;;56;1087
7899451;607416;2427387;1;1;1;1;48.8447950726,2.43748945085;IDAMIVIF;AVENUE DU CHATEAU;94080;1;;100100056;R;;56;46042
7899444;605926;2427274;1;1;1;1;48.8437948327,2.41719856412;IDAMIVIF;MAIRIE DE SAINT-MANDE;94067;1;;100100056;R;;56;1094
7899440;605036;2427389;1;1;1;1;48.8448359167,2.40508102248;IDAMIVIF;DOCTEUR NETTER;75112;1;;100100056;R;;56;467
7899419;602498;2429479;1;1;1;1;48.8636343556,2.37053309847;IDAMIVIF;OBERKAMPF - RICHARD LENOIR;75111;1;;100100056;R;;56;1106
7899404;600963;2431774;1;1;1;1;48.8842642287,2.34962833029;IDAMIVIF;BARBES - ROCHECHOUART;75118;1;;100100056;R;;56;505
7899459;600753;2433287;1;1;1;1;48.8978620946,2.3467690789;IDAMIVIF;MONT-CENIS;75118;0;;100100056;R;;56;1113
3926282;604725;2428172;1;1;1;1;48.8518754583,2.40085476093;IDAMIVIF;BUZENVAL;75120;1;;100100057;A;;57;16097
3926284;604570;2428123;1;1;1;1;48.851436181,2.3987433162;IDAMIVIF;AVRON;75111;0;;100100057;A;;57;16098
3926286;604419;2427853;1;1;1;1;48.8490106062,2.39668410598;IDAMIVIF;NATION - TAILLEBOURG;75111;0;;100100057;A;;57;16099
3926288;604265;2427775;1;1;1;1;48.8483106102,2.3945861431;IDAMIVIF;NATION - DIDEROT;75112;0;;100100057;A;;57;16100
3926294;603287;2427608;1;1;1;1;48.8468153651,2.38126654188;IDAMIVIF;HOPITAL SAINT-ANTOINE;75112;1;;100100057;A;;57;16103
3926308;601443;2426030;1;1;1;1;48.8326396359,2.35615064748;IDAMIVIF;PLACE D'ITALIE - MAIRIE DU 13E;75113;1;;100100057;A;;57;1078
3926311;601154;2425491;1;1;1;1;48.8277958659,2.35221485924;IDAMIVIF;VERLAINE;75113;1;;100100057;A;;57;1079
3926314;601216;2425012;1;1;1;1;48.823490669,2.3530575256;IDAMIVIF;ABBE GEORGES HENOCQUE;75113;1;;100100057;A;;57;1081
3926318;601200;2424251;1;1;1;1;48.81665106,2.35283768911;IDAMIVIF;VERDUN - VICTOR HUGO;94037;1;;100100057;A;;57;1116
3926327;600050;2423594;1;1;1;1;48.8107471331,2.33718663605;IDAMIVIF;CHAPERON VERT;94003;1;;100100057;A;;57;14912
3926324;600542;2423522;1;1;1;1;48.8100998292,2.34388172382;IDAMIVIF;FRAYSSE;94037;1;;100100057;R;;57;6547
3926317;601218;2424619;1;1;1;1;48.819958505,2.35308367099;IDAMIVIF;POTERNE DES PEUPLIERS;75113;1;;100100057;R;;57;1121
3926315;601249;2425085;1;1;1;1;48.8241467085,2.35350690765;IDAMIVIF;ABBE GEORGES HENOCQUE;75113;1;;100100057;R;;57;1122
7922512;600461;2428985;1;1;1;1;48.8591991012,2.34278471608;IDAMIVIF;PONT NEUF - QUAI DU LOUVRE;75101;1;;100100058;A;Ok;58;15868
7922523;599139;2427260;1;1;1;1;48.84369519,2.32478176898;IDAMIVIF;MONTPARNASSE - CINEMAS;75106;1;;100100058;A;Ok;58;1142
7922533;599001;2425711;1;1;1;1;48.8297732214,2.32290651262;IDAMIVIF;ALESIA - LES PLANTES;75114;1;;100100058;A;Ok;58;1145
7922550;598273;2425318;1;1;1;1;48.8262394721,2.31299785689;IDAMIVIF;DIDOT;75114;1;;100100058;R;Ok;58;1162
7922555;598907;2426947;1;1;1;1;48.8408817182,2.32162353927;IDAMIVIF;GARE MONTPARNASSE;75114;0;;100100058;R;Ok;58;1168
7922559;599571;2427629;1;1;1;1;48.8470120537,2.33066376751;IDAMIVIF;FLEURUS;75106;1;;100100058;R;Ok;58;1173
7922561;600191;2427927;1;1;1;1;48.8496904945,2.33910676477;IDAMIVIF;THEATRE DE L'ODEON;75106;0;;100100058;R;Ok;58;1176
7946353;601467;2425898;1;1;1;1;48.8314532189,2.35647693941;IDAMIVIF;PLACE D'ITALIE;75113;1;;100100059;A;Ok;59;69554
7946372;598749;2426562;1;1;1;1;48.837421206,2.31947340124;IDAMIVIF;PLACE DE CATALOGNE;75114;1;;100100059;A;Ok;59;16491
7946375;598189;2426080;1;1;1;1;48.8330878062,2.31185108564;IDAMIVIF;VERCINGETORIX;75114;1;;100100059;A;Ok;59;29301
7946394;595315;2424018;1;1;1;1;48.8145404585,2.27274770427;IDAMIVIF;GARE DE CLAMART;92075;0;;100100059;R;Ok;59;24347
7946379;597691;2425433;1;1;1;1;48.8272711739,2.3050749557;IDAMIVIF;PORTE DE VANVES;75114;1;;100100059;R;Ok;59;1160
7946374;598635;2426158;1;1;1;1;48.8337899797,2.31792263655;IDAMIVIF;PERNETY;75114;1;;100100059;R;Ok;59;29321
7946361;600845;2426342;1;1;1;1;48.83544478,2.34801016973;IDAMIVIF;PASCAL;75113;1;;100100059;R;Ok;59;12617
7946356;601331;2426014;1;1;1;1;48.8324960664,2.3546258525;IDAMIVIF;PLACE D'ITALIE - MAIRIE DU 13E;75113;1;;100100059;R;Ok;59;360
7931396;604632;2429678;1;0;1;0;48.8654111753,2.39960447776;IDAMIVIF;GAMBETTA - JAPON;75120;1;;100100060;A;Ok;60;69536
7931402;604512;2430488;1;0;1;0;48.8726917645,2.39797831345;IDAMIVIF;BORREGO;75120;1;;100100060;A;Ok;60;1185
3730046;598682;2417997;1;1;1;1;48.7604401484,2.31858888214;IDAMIVIF;DOCTEUR TENINE;94034;1;;100100014;R;Ok;14;38401
7931407;604226;2431030;1;0;1;0;48.8775648005,2.3940870963;IDAMIVIF;PLACE DES FETES;75119;1;;100100060;A;Ok;60;1188
3730095;609096;2421667;1;1;1;1;48.7933640124,2.46024410349;IDAMIVIF;EGLISE DE CRETEIL;94028;1;;100100014;A;Ok;14;8423
7931415;603199;2431804;1;0;1;0;48.8845267864,2.38009934745;IDAMIVIF;LAUMIERE;75119;1;;100100060;A;Ok;60;1192
3730074;604515;2417945;1;1;1;1;48.7599587675,2.39788735321;IDAMIVIF;GEORGES HALGOULT;94073;1;;100100014;R;Ok;14;14079
7931435;601669;2432452;1;0;1;0;48.890356168,2.35925183869;IDAMIVIF;ORDENER - MARX DORMOY;75118;1;;100100060;A;Ok;60;1204
3730097;609355;2422098;1;1;1;1;48.7972340866,2.4637768475;IDAMIVIF;HOPITAL INTERCOMMUNAL;94028;1;;100100014;A;Ok;14;8422
7931440;600592;2432697;1;0;1;0;48.8925598315,2.34457374772;IDAMIVIF;MAIRIE DU 18E - JULES JOFFRIN;75118;1;;100100060;A;Ok;60;508
3730064;602414;2417887;1;1;1;1;48.7594485932,2.36932442188;IDAMIVIF;LE COR DE CHASSE;94073;1;;100100014;R;Ok;14;6564
7931442;600241;2432772;1;0;1;0;48.8932340668,2.33978980842;IDAMIVIF;DUHESME - LE RUISSEAU;75118;0;;100100060;A;Ok;60;509
3730048;598963;2417858;1;1;1;1;48.7591913373,2.3224094046;IDAMIVIF;LE PETIT FRESNES;94034;1;;100100014;R;Ok;14;38402
7931445;600069;2432792;1;0;1;0;48.8934138369,2.33744549588;IDAMIVIF;DAMREMONT - ORDENER;75118;1;;100100060;R;Ok;60;560
